Data da Venda;Região;Vendedor;Seção;Vendas;Comissões
24/09/2011;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 2.614,95;R$ 52,30
24/09/2011;Norte;Adriana;Roupas e Acessórios;R$ 4.461,17;R$ 89,22
25/09/2011;Centro;Roberto;Eletrônicos;R$ 1.599,69;R$ 31,99
26/09/2011;Nordeste;Carolina;Utilidades Domésticas;R$ 3.656,87;R$ 73,14
27/09/2011;Norte;Simone;Cine e Foto;R$ 1.552,21;R$ 31,04
29/09/2011;Sudeste;João Carlos;Eletrodomésticos;R$ 2.403,08;R$ 48,06
29/09/2011;Norte;Simone;Cama, Mesa e Banho;R$ 1.446,10;R$ 28,92
30/09/2011;Sul;Roberto;Cine e Foto;R$ 901,62;R$ 18,03
30/09/2011;Sul;João Carlos;Utilidades Domésticas;R$ 4.794,46;R$ 95,89
01/10/2011;Sudeste;Carolina;Cine e Foto;R$ 1.495,09;R$ 29,90
01/10/2011;Oeste;José Luiz;Esporte e Lazer;R$ 2.623,97;R$ 52,48
02/10/2011;Sudeste;Simone;Cama, Mesa e Banho;R$ 3.114,64;R$ 62,29
02/10/2011;Sul;Ana Maria;Cine e Foto;R$ 2.414,22;R$ 48,28
03/10/2011;Centro;Roberto;Roupas e Acessórios;R$ 3.617,68;R$ 72,35
03/10/2011;Sudeste;Carolina;Móveis e Decoração;R$ 3.484,66;R$ 69,69
04/10/2011;Sudeste;João Carlos;Móveis e Decoração;R$ 3.390,18;R$ 67,80
04/10/2011;Sudeste;Carolina;Casa e Construção;R$ 4.325,53;R$ 86,51
04/10/2011;Sudeste;Adriana;Utilidades Domésticas;R$ 3.068,52;R$ 61,37
07/10/2011;Norte;Ana Maria;Roupas e Acessórios;R$ 2.242,23;R$ 44,84
07/10/2011;Norte;João Carlos;Eletrodomésticos;R$ 2.453,59;R$ 49,07
08/10/2011;Sul;José Luiz;Cine e Foto;R$ 1.844,33;R$ 36,89
08/10/2011;Sudeste;Ricardo;Cama, Mesa e Banho;R$ 2.103,35;R$ 42,07
08/10/2011;Nordeste;Ricardo;Roupas e Acessórios;R$ 3.380,35;R$ 67,61
09/10/2011;Leste;João Carlos;Casa e Construção;R$ 2.788,17;R$ 55,76
11/10/2011;Sul;Carolina;Utilidades Domésticas;R$ 2.220,48;R$ 44,41
11/10/2011;Nordeste;João Carlos;Cine e Foto;R$ 2.567,98;R$ 51,36
11/10/2011;Sudeste;João Carlos;Utilidades Domésticas;R$ 3.430,93;R$ 68,62
12/10/2011;Centro;João Carlos;Cama, Mesa e Banho;R$ 4.438,39;R$ 88,77
13/10/2011;Sul;Ricardo;Móveis e Decoração;R$ 3.485,93;R$ 69,72
14/10/2011;Nordeste;Ricardo;Eletrodomésticos;R$ 889,07;R$ 17,78
14/10/2011;Sudeste;Ana Maria;Casa e Construção;R$ 2.496,82;R$ 49,94
14/10/2011;Sul;Carolina;Esporte e Lazer;R$ 3.710,85;R$ 74,22
15/10/2011;Centro;João Carlos;Roupas e Acessórios;R$ 4.814,75;R$ 96,30
16/10/2011;Sudeste;José Luiz;Utilidades Domésticas;R$ 1.179,39;R$ 23,59
18/10/2011;Centro;Ana Maria;Eletrodomésticos;R$ 3.010,46;R$ 60,21
18/10/2011;Sul;Carolina;Cine e Foto;R$ 3.424,22;R$ 68,48
18/10/2011;Nordeste;João Carlos;Móveis e Decoração;R$ 4.831,29;R$ 96,63
19/10/2011;Sudeste;Ricardo;Cine e Foto;R$ 1.148,00;R$ 22,96
20/10/2011;Sudeste;Roberto;Cine e Foto;R$ 3.028,27;R$ 60,57
22/10/2011;Sul;Carolina;Móveis e Decoração;R$ 933,06;R$ 18,66
22/10/2011;Sudeste;Ricardo;Cine e Foto;R$ 3.110,04;R$ 62,20
22/10/2011;Sul;Ana Maria;Casa e Construção;R$ 3.297,55;R$ 65,95
25/10/2011;Centro;Carolina;Casa e Construção;R$ 408,53;R$ 8,17
25/10/2011;Norte;Roberto;Móveis e Decoração;R$ 4.660,71;R$ 93,21
25/10/2011;Nordeste;Roberto;Eletrodomésticos;R$ 4.550,03;R$ 91,00
26/10/2011;Sul;João Carlos;Esporte e Lazer;R$ 464,80;R$ 9,30
28/10/2011;Leste;Carolina;Móveis e Decoração;R$ 1.325,27;R$ 26,51
28/10/2011;Sudeste;Ricardo;Eletrodomésticos;R$ 4.413,54;R$ 88,27
28/10/2011;Norte;João Carlos;Utilidades Domésticas;R$ 4.527,70;R$ 90,55
29/10/2011;Centro;Roberto;Esporte e Lazer;R$ 4.542,49;R$ 90,85
30/10/2011;Sudeste;Carolina;Eletrônicos;R$ 1.821,53;R$ 36,43
30/10/2011;Nordeste;Ana Maria;Roupas e Acessórios;R$ 1.909,19;R$ 38,18
31/10/2011;Nordeste;Adriana;Cine e Foto;R$ 872,29;R$ 17,45
01/11/2011;Norte;João Carlos;Roupas e Acessórios;R$ 611,03;R$ 12,22
04/11/2011;Centro;João Carlos;Cine e Foto;R$ 4.542,87;R$ 90,86
05/11/2011;Sul;Ricardo;Cine e Foto;R$ 653,56;R$ 13,07
05/11/2011;Sudeste;Carolina;Roupas e Acessórios;R$ 1.396,12;R$ 27,92
06/11/2011;Oeste;Adriana;Roupas e Acessórios;R$ 1.771,88;R$ 35,44
06/11/2011;Nordeste;Roberto;Eletrodomésticos;R$ 827,08;R$ 16,54
07/11/2011;Sul;Ana Maria;Roupas e Acessórios;R$ 1.126,83;R$ 22,54
07/11/2011;Nordeste;Ana Maria;Casa e Construção;R$ 4.927,31;R$ 98,55
08/11/2011;Leste;Roberto;Cama, Mesa e Banho;R$ 4.089,16;R$ 81,78
09/11/2011;Nordeste;Roberto;Esporte e Lazer;R$ 1.205,93;R$ 24,12
09/11/2011;Sudeste;Carolina;Casa e Construção;R$ 2.163,80;R$ 43,28
09/11/2011;Sudeste;José Luiz;Utilidades Domésticas;R$ 2.083,09;R$ 41,66
09/11/2011;Leste;Ricardo;Eletrônicos;R$ 2.059,51;R$ 41,19
10/11/2011;Leste;Carolina;Cama, Mesa e Banho;R$ 477,56;R$ 9,55
12/11/2011;Sul;Ana Maria;Roupas e Acessórios;R$ 4.644,19;R$ 92,88
12/11/2011;Norte;Ana Maria;Eletrodomésticos;R$ 674,15;R$ 13,48
12/11/2011;Nordeste;Ana Maria;Utilidades Domésticas;R$ 2.519,28;R$ 50,39
13/11/2011;Sudeste;Carolina;Cine e Foto;R$ 2.892,46;R$ 57,85
13/11/2011;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 202,16;R$ 4,04
13/11/2011;Centro;Roberto;Roupas e Acessórios;R$ 255,59;R$ 5,11
14/11/2011;Sudeste;Carolina;Casa e Construção;R$ 2.724,31;R$ 54,49
15/11/2011;Sudeste;Ana Maria;Eletrônicos;R$ 1.331,25;R$ 26,63
16/11/2011;Sudeste;Ricardo;Cine e Foto;R$ 3.015,07;R$ 60,30
17/11/2011;Sul;João Carlos;Móveis e Decoração;R$ 4.231,70;R$ 84,63
17/11/2011;Sul;Adriana;Cama, Mesa e Banho;R$ 621,36;R$ 12,43
17/11/2011;Sul;João Carlos;Cama, Mesa e Banho;R$ 1.914,95;R$ 38,30
18/11/2011;Sul;Adriana;Eletrônicos;R$ 2.824,01;R$ 56,48
18/11/2011;Sul;Carolina;Cama, Mesa e Banho;R$ 4.452,86;R$ 89,06
19/11/2011;Sul;Ricardo;Roupas e Acessórios;R$ 3.785,79;R$ 75,72
19/11/2011;Leste;Carolina;Roupas e Acessórios;R$ 4.778,86;R$ 95,58
20/11/2011;Nordeste;Ana Maria;Eletrodomésticos;R$ 2.410,90;R$ 48,22
20/11/2011;Norte;João Carlos;Roupas e Acessórios;R$ 3.711,74;R$ 74,23
20/11/2011;Sudeste;Ana Maria;Roupas e Acessórios;R$ 3.265,61;R$ 65,31
21/11/2011;Sudeste;João Carlos;Móveis e Decoração;R$ 2.026,81;R$ 40,54
21/11/2011;Sudeste;Simone;Roupas e Acessórios;R$ 812,33;R$ 16,25
22/11/2011;Sudeste;Carolina;Casa e Construção;R$ 4.380,32;R$ 87,61
22/11/2011;Sudeste;Simone;Eletrônicos;R$ 4.241,02;R$ 84,82
22/11/2011;Oeste;Ricardo;Esporte e Lazer;R$ 4.825,69;R$ 96,51
22/11/2011;Sul;Ana Maria;Roupas e Acessórios;R$ 2.516,94;R$ 50,34
23/11/2011;Centro;João Carlos;Utilidades Domésticas;R$ 1.615,49;R$ 32,31
24/11/2011;Sudeste;João Carlos;Esporte e Lazer;R$ 2.048,95;R$ 40,98
24/11/2011;Nordeste;Ana Maria;Móveis e Decoração;R$ 2.277,69;R$ 45,55
24/11/2011;Sudeste;Carolina;Casa e Construção;R$ 3.600,46;R$ 72,01
25/11/2011;Leste;Adriana;Eletrodomésticos;R$ 2.596,15;R$ 51,92
25/11/2011;Sudeste;João Carlos;Eletrônicos;R$ 1.724,64;R$ 34,49
26/11/2011;Oeste;Roberto;Utilidades Domésticas;R$ 4.694,13;R$ 93,88
27/11/2011;Centro;Adriana;Móveis e Decoração;R$ 2.436,49;R$ 48,73
27/11/2011;Sul;Carolina;Móveis e Decoração;R$ 3.571,76;R$ 71,44
28/11/2011;Sudeste;Adriana;Casa e Construção;R$ 4.171,87;R$ 83,44
28/11/2011;Nordeste;João Carlos;Eletrodomésticos;R$ 4.429,37;R$ 88,59
28/11/2011;Sudeste;Ana Maria;Casa e Construção;R$ 1.566,03;R$ 31,32
29/11/2011;Sudeste;Simone;Móveis e Decoração;R$ 2.711,17;R$ 54,22
30/11/2011;Sul;Ricardo;Cine e Foto;R$ 2.175,96;R$ 43,52
30/11/2011;Oeste;Ana Maria;Eletrônicos;R$ 3.714,88;R$ 74,30
01/12/2011;Sul;José Luiz;Eletrônicos;R$ 4.449,89;R$ 89,00
02/12/2011;Nordeste;João Carlos;Esporte e Lazer;R$ 3.863,13;R$ 77,26
04/12/2011;Leste;Ricardo;Cama, Mesa e Banho;R$ 2.049,65;R$ 40,99
05/12/2011;Sudeste;José Luiz;Eletrodomésticos;R$ 3.146,49;R$ 62,93
06/12/2011;Sul;Ana Maria;Esporte e Lazer;R$ 2.384,06;R$ 47,68
07/12/2011;Centro;José Luiz;Móveis e Decoração;R$ 4.401,30;R$ 88,03
07/12/2011;Centro;Carolina;Roupas e Acessórios;R$ 1.037,30;R$ 20,75
08/12/2011;Leste;João Carlos;Eletrodomésticos;R$ 2.849,64;R$ 56,99
08/12/2011;Nordeste;Carolina;Cama, Mesa e Banho;R$ 1.941,88;R$ 38,84
08/12/2011;Sudeste;Roberto;Esporte e Lazer;R$ 4.072,02;R$ 81,44
09/12/2011;Centro;João Carlos;Cine e Foto;R$ 4.864,29;R$ 97,29
12/12/2011;Sudeste;Ricardo;Esporte e Lazer;R$ 2.374,60;R$ 47,49
13/12/2011;Sudeste;Carolina;Móveis e Decoração;R$ 2.520,88;R$ 50,42
13/12/2011;Leste;Carolina;Cama, Mesa e Banho;R$ 1.734,52;R$ 34,69
13/12/2011;Sul;José Luiz;Móveis e Decoração;R$ 4.738,92;R$ 94,78
14/12/2011;Leste;Carolina;Eletrônicos;R$ 2.604,01;R$ 52,08
14/12/2011;Centro;Carolina;Cama, Mesa e Banho;R$ 493,62;R$ 9,87
15/12/2011;Centro;Ana Maria;Roupas e Acessórios;R$ 1.803,31;R$ 36,07
16/12/2011;Norte;Adriana;Casa e Construção;R$ 1.627,00;R$ 32,54
16/12/2011;Sudeste;Roberto;Eletrônicos;R$ 4.948,91;R$ 98,98
16/12/2011;Sul;Roberto;Cama, Mesa e Banho;R$ 2.176,07;R$ 43,52
17/12/2011;Sudeste;Carolina;Cine e Foto;R$ 1.447,83;R$ 28,96
17/12/2011;Sul;Ricardo;Casa e Construção;R$ 2.011,98;R$ 40,24
18/12/2011;Sul;Carolina;Cine e Foto;R$ 3.515,22;R$ 70,30
19/12/2011;Centro;Carolina;Eletrônicos;R$ 1.796,49;R$ 35,93
19/12/2011;Centro;Simone;Móveis e Decoração;R$ 2.027,15;R$ 40,54
19/12/2011;Sul;Simone;Cama, Mesa e Banho;R$ 2.198,99;R$ 43,98
20/12/2011;Nordeste;Adriana;Esporte e Lazer;R$ 1.555,82;R$ 31,12
21/12/2011;Sul;João Carlos;Cama, Mesa e Banho;R$ 219,62;R$ 4,39
22/12/2011;Oeste;João Carlos;Roupas e Acessórios;R$ 2.717,49;R$ 54,35
23/12/2011;Centro;João Carlos;Casa e Construção;R$ 1.503,50;R$ 30,07
24/12/2011;Sul;Carolina;Casa e Construção;R$ 1.571,74;R$ 31,43
25/12/2011;Nordeste;Carolina;Utilidades Domésticas;R$ 1.818,46;R$ 36,37
26/12/2011;Sudeste;Ricardo;Casa e Construção;R$ 2.731,77;R$ 54,64
27/12/2011;Sudeste;Adriana;Casa e Construção;R$ 3.567,85;R$ 71,36
27/12/2011;Centro;Ricardo;Eletrodomésticos;R$ 3.501,31;R$ 70,03
28/12/2011;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 3.718,85;R$ 74,38
29/12/2011;Sul;Simone;Cine e Foto;R$ 4.247,22;R$ 84,94
30/12/2011;Oeste;Carolina;Eletrodomésticos;R$ 3.387,07;R$ 67,74
30/12/2011;Nordeste;Ana Maria;Cama, Mesa e Banho;R$ 4.825,13;R$ 96,50
02/01/2012;Nordeste;Carolina;Casa e Construção;R$ 3.476,58;R$ 69,53
03/01/2012;Centro;Adriana;Utilidades Domésticas;R$ 4.706,39;R$ 94,13
05/01/2012;Sudeste;João Carlos;Casa e Construção;R$ 1.822,31;R$ 36,45
05/01/2012;Centro;Roberto;Eletrodomésticos;R$ 2.814,67;R$ 56,29
05/01/2012;Sudeste;Roberto;Utilidades Domésticas;R$ 995,77;R$ 19,92
08/01/2012;Sudeste;Ricardo;Roupas e Acessórios;R$ 3.541,49;R$ 70,83
08/01/2012;Sudeste;Adriana;Cine e Foto;R$ 1.573,11;R$ 31,46
09/01/2012;Centro;José Luiz;Móveis e Decoração;R$ 1.971,06;R$ 39,42
09/01/2012;Sul;Adriana;Eletrodomésticos;R$ 1.049,77;R$ 21,00
10/01/2012;Nordeste;Carolina;Roupas e Acessórios;R$ 2.413,40;R$ 48,27
10/01/2012;Oeste;Adriana;Roupas e Acessórios;R$ 1.993,13;R$ 39,86
11/01/2012;Sudeste;José Luiz;Cama, Mesa e Banho;R$ 3.102,80;R$ 62,06
12/01/2012;Leste;João Carlos;Cine e Foto;R$ 432,83;R$ 8,66
12/01/2012;Sudeste;Roberto;Cine e Foto;R$ 4.182,97;R$ 83,66
13/01/2012;Leste;Carolina;Cama, Mesa e Banho;R$ 2.920,73;R$ 58,41
14/01/2012;Norte;Carolina;Esporte e Lazer;R$ 521,48;R$ 10,43
14/01/2012;Centro;Ricardo;Cine e Foto;R$ 4.979,24;R$ 99,58
16/01/2012;Centro;Carolina;Cine e Foto;R$ 2.130,58;R$ 42,61
17/01/2012;Nordeste;João Carlos;Esporte e Lazer;R$ 336,89;R$ 6,74
17/01/2012;Centro;Ana Maria;Móveis e Decoração;R$ 4.400,22;R$ 88,00
17/01/2012;Leste;Ricardo;Eletrônicos;R$ 1.188,70;R$ 23,77
18/01/2012;Sudeste;Adriana;Móveis e Decoração;R$ 2.070,88;R$ 41,42
19/01/2012;Sul;Roberto;Roupas e Acessórios;R$ 2.843,28;R$ 56,87
20/01/2012;Sul;João Carlos;Móveis e Decoração;R$ 4.316,63;R$ 86,33
23/01/2012;Centro;Ricardo;Roupas e Acessórios;R$ 1.331,15;R$ 26,62
23/01/2012;Nordeste;Carolina;Utilidades Domésticas;R$ 4.215,23;R$ 84,30
25/01/2012;Sudeste;Simone;Casa e Construção;R$ 392,10;R$ 7,84
26/01/2012;Sudeste;Carolina;Móveis e Decoração;R$ 1.561,95;R$ 31,24
27/01/2012;Sudeste;Carolina;Eletrônicos;R$ 3.194,23;R$ 63,88
28/01/2012;Centro;João Carlos;Utilidades Domésticas;R$ 2.084,02;R$ 41,68
28/01/2012;Sudeste;Carolina;Eletrônicos;R$ 1.876,60;R$ 37,53
28/01/2012;Oeste;Ana Maria;Casa e Construção;R$ 3.571,79;R$ 71,44
29/01/2012;Oeste;João Carlos;Esporte e Lazer;R$ 3.455,99;R$ 69,12
29/01/2012;Oeste;Carolina;Esporte e Lazer;R$ 948,14;R$ 18,96
30/01/2012;Sudeste;Carolina;Cama, Mesa e Banho;R$ 1.990,36;R$ 39,81
30/01/2012;Sul;Carolina;Móveis e Decoração;R$ 2.087,85;R$ 41,76
30/01/2012;Sudeste;José Luiz;Móveis e Decoração;R$ 657,55;R$ 13,15
02/02/2012;Nordeste;Simone;Cine e Foto;R$ 2.667,67;R$ 53,35
02/02/2012;Centro;Ricardo;Móveis e Decoração;R$ 4.217,64;R$ 84,35
02/02/2012;Centro;Simone;Eletrodomésticos;R$ 2.039,14;R$ 40,78
02/02/2012;Sudeste;Carolina;Esporte e Lazer;R$ 4.398,10;R$ 87,96
04/02/2012;Sudeste;José Luiz;Esporte e Lazer;R$ 4.407,30;R$ 88,15
05/02/2012;Sul;João Carlos;Cine e Foto;R$ 1.810,66;R$ 36,21
06/02/2012;Leste;João Carlos;Móveis e Decoração;R$ 4.702,02;R$ 94,04
06/02/2012;Nordeste;José Luiz;Móveis e Decoração;R$ 1.083,12;R$ 21,66
07/02/2012;Oeste;Ana Maria;Eletrônicos;R$ 3.826,35;R$ 76,53
07/02/2012;Sul;Roberto;Cama, Mesa e Banho;R$ 3.965,77;R$ 79,32
07/02/2012;Sul;Simone;Cine e Foto;R$ 1.774,30;R$ 35,49
07/02/2012;Sudeste;José Luiz;Cine e Foto;R$ 1.274,73;R$ 25,49
07/02/2012;Centro;Adriana;Cama, Mesa e Banho;R$ 4.857,23;R$ 97,14
07/02/2012;Sul;Carolina;Eletrodomésticos;R$ 4.162,76;R$ 83,26
08/02/2012;Centro;Simone;Eletrodomésticos;R$ 2.614,21;R$ 52,28
08/02/2012;Norte;João Carlos;Utilidades Domésticas;R$ 3.582,51;R$ 71,65
08/02/2012;Centro;Carolina;Móveis e Decoração;R$ 1.852,85;R$ 37,06
09/02/2012;Sudeste;Carolina;Casa e Construção;R$ 4.661,88;R$ 93,24
09/02/2012;Centro;José Luiz;Utilidades Domésticas;R$ 2.094,96;R$ 41,90
10/02/2012;Sudeste;Ana Maria;Cine e Foto;R$ 3.171,57;R$ 63,43
11/02/2012;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 4.167,84;R$ 83,36
12/02/2012;Nordeste;Simone;Cine e Foto;R$ 1.315,18;R$ 26,30
12/02/2012;Norte;Ricardo;Móveis e Decoração;R$ 1.983,47;R$ 39,67
12/02/2012;Centro;João Carlos;Cama, Mesa e Banho;R$ 2.461,85;R$ 49,24
12/02/2012;Sudeste;Ana Maria;Móveis e Decoração;R$ 1.129,92;R$ 22,60
13/02/2012;Sudeste;Simone;Cine e Foto;R$ 637,90;R$ 12,76
13/02/2012;Oeste;Roberto;Cama, Mesa e Banho;R$ 2.718,90;R$ 54,38
14/02/2012;Nordeste;Ricardo;Eletrodomésticos;R$ 1.818,33;R$ 36,37
16/02/2012;Sudeste;Ricardo;Móveis e Decoração;R$ 782,48;R$ 15,65
16/02/2012;Sudeste;José Luiz;Casa e Construção;R$ 4.956,63;R$ 99,13
17/02/2012;Norte;Carolina;Cama, Mesa e Banho;R$ 1.826,36;R$ 36,53
20/02/2012;Nordeste;Roberto;Cama, Mesa e Banho;R$ 2.697,96;R$ 53,96
20/02/2012;Leste;João Carlos;Utilidades Domésticas;R$ 4.764,15;R$ 95,28
21/02/2012;Centro;Roberto;Eletrodomésticos;R$ 1.395,91;R$ 27,92
22/02/2012;Leste;Carolina;Casa e Construção;R$ 372,45;R$ 7,45
23/02/2012;Centro;Ricardo;Móveis e Decoração;R$ 2.578,88;R$ 51,58
24/02/2012;Sudeste;João Carlos;Cine e Foto;R$ 3.656,83;R$ 73,14
24/02/2012;Leste;Ricardo;Cine e Foto;R$ 1.497,87;R$ 29,96
26/02/2012;Sul;Carolina;Cine e Foto;R$ 1.046,09;R$ 20,92
27/02/2012;Nordeste;Ana Maria;Móveis e Decoração;R$ 1.485,45;R$ 29,71
27/02/2012;Centro;Simone;Eletrônicos;R$ 2.245,91;R$ 44,92
27/02/2012;Sudeste;José Luiz;Roupas e Acessórios;R$ 1.530,13;R$ 30,60
28/02/2012;Sudeste;José Luiz;Eletrodomésticos;R$ 2.619,55;R$ 52,39
29/02/2012;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 4.422,71;R$ 88,45
01/03/2012;Norte;Carolina;Utilidades Domésticas;R$ 2.262,13;R$ 45,24
01/03/2012;Nordeste;José Luiz;Cama, Mesa e Banho;R$ 243,52;R$ 4,87
02/03/2012;Sudeste;José Luiz;Móveis e Decoração;R$ 3.134,27;R$ 62,69
03/03/2012;Nordeste;Ricardo;Utilidades Domésticas;R$ 3.366,08;R$ 67,32
04/03/2012;Sudeste;João Carlos;Esporte e Lazer;R$ 3.060,98;R$ 61,22
05/03/2012;Leste;Ricardo;Eletrônicos;R$ 2.218,21;R$ 44,36
05/03/2012;Sudeste;Ana Maria;Esporte e Lazer;R$ 2.353,09;R$ 47,06
07/03/2012;Sul;João Carlos;Roupas e Acessórios;R$ 4.576,30;R$ 91,53
08/03/2012;Nordeste;Carolina;Roupas e Acessórios;R$ 3.747,68;R$ 74,95
10/03/2012;Sudeste;Ricardo;Utilidades Domésticas;R$ 3.622,34;R$ 72,45
11/03/2012;Nordeste;Adriana;Casa e Construção;R$ 492,51;R$ 9,85
12/03/2012;Nordeste;Ana Maria;Utilidades Domésticas;R$ 3.738,79;R$ 74,78
13/03/2012;Leste;Simone;Eletrônicos;R$ 623,23;R$ 12,46
15/03/2012;Sudeste;Simone;Casa e Construção;R$ 4.061,74;R$ 81,23
19/03/2012;Sudeste;José Luiz;Eletrônicos;R$ 3.480,50;R$ 69,61
19/03/2012;Sudeste;Adriana;Roupas e Acessórios;R$ 3.302,68;R$ 66,05
19/03/2012;Leste;Carolina;Casa e Construção;R$ 2.488,74;R$ 49,77
19/03/2012;Sudeste;João Carlos;Utilidades Domésticas;R$ 4.206,97;R$ 84,14
20/03/2012;Sudeste;Ana Maria;Eletrônicos;R$ 1.165,44;R$ 23,31
20/03/2012;Sudeste;Roberto;Móveis e Decoração;R$ 4.353,36;R$ 87,07
21/03/2012;Centro;João Carlos;Cama, Mesa e Banho;R$ 2.372,50;R$ 47,45
21/03/2012;Norte;João Carlos;Esporte e Lazer;R$ 4.443,40;R$ 88,87
21/03/2012;Sudeste;João Carlos;Móveis e Decoração;R$ 4.552,33;R$ 91,05
22/03/2012;Sudeste;Simone;Cine e Foto;R$ 2.301,96;R$ 46,04
23/03/2012;Centro;Ana Maria;Eletrodomésticos;R$ 1.984,81;R$ 39,70
23/03/2012;Sudeste;Ana Maria;Esporte e Lazer;R$ 4.253,50;R$ 85,07
24/03/2012;Centro;Roberto;Casa e Construção;R$ 1.812,68;R$ 36,25
25/03/2012;Norte;Ricardo;Eletrônicos;R$ 1.438,10;R$ 28,76
26/03/2012;Leste;Ana Maria;Cama, Mesa e Banho;R$ 2.902,69;R$ 58,05
26/03/2012;Sudeste;Adriana;Esporte e Lazer;R$ 3.336,56;R$ 66,73
27/03/2012;Nordeste;Ana Maria;Casa e Construção;R$ 1.301,65;R$ 26,03
27/03/2012;Sul;Carolina;Casa e Construção;R$ 1.946,20;R$ 38,92
28/03/2012;Nordeste;Ana Maria;Utilidades Domésticas;R$ 229,14;R$ 4,58
28/03/2012;Nordeste;Simone;Esporte e Lazer;R$ 4.813,56;R$ 96,27
28/03/2012;Sul;Ana Maria;Móveis e Decoração;R$ 2.143,88;R$ 42,88
29/03/2012;Leste;João Carlos;Móveis e Decoração;R$ 404,14;R$ 8,08
30/03/2012;Sul;José Luiz;Esporte e Lazer;R$ 3.138,23;R$ 62,76
30/03/2012;Norte;Carolina;Eletrônicos;R$ 766,80;R$ 15,34
30/03/2012;Centro;Simone;Roupas e Acessórios;R$ 3.836,43;R$ 76,73
31/03/2012;Sudeste;Adriana;Esporte e Lazer;R$ 1.961,66;R$ 39,23
31/03/2012;Norte;João Carlos;Roupas e Acessórios;R$ 948,18;R$ 18,96
31/03/2012;Leste;Ricardo;Eletrônicos;R$ 2.932,92;R$ 58,66
01/04/2012;Nordeste;Ana Maria;Roupas e Acessórios;R$ 2.777,01;R$ 55,54
01/04/2012;Centro;Carolina;Eletrônicos;R$ 1.825,48;R$ 36,51
02/04/2012;Sudeste;Carolina;Utilidades Domésticas;R$ 4.985,46;R$ 99,71
02/04/2012;Norte;Ricardo;Eletrônicos;R$ 2.069,80;R$ 41,40
02/04/2012;Centro;José Luiz;Cine e Foto;R$ 1.432,01;R$ 28,64
02/04/2012;Nordeste;Simone;Eletrodomésticos;R$ 2.322,94;R$ 46,46
03/04/2012;Sudeste;Carolina;Móveis e Decoração;R$ 1.061,84;R$ 21,24
04/04/2012;Sul;Simone;Cine e Foto;R$ 1.070,81;R$ 21,42
05/04/2012;Centro;Ricardo;Cama, Mesa e Banho;R$ 4.661,63;R$ 93,23
05/04/2012;Sul;Ana Maria;Cine e Foto;R$ 691,88;R$ 13,84
06/04/2012;Sudeste;Ricardo;Móveis e Decoração;R$ 1.628,08;R$ 32,56
07/04/2012;Norte;João Carlos;Casa e Construção;R$ 2.999,38;R$ 59,99
08/04/2012;Leste;Carolina;Eletrônicos;R$ 1.781,76;R$ 35,64
08/04/2012;Centro;Roberto;Eletrônicos;R$ 2.443,72;R$ 48,87
08/04/2012;Sudeste;Ana Maria;Cama, Mesa e Banho;R$ 1.945,51;R$ 38,91
09/04/2012;Oeste;José Luiz;Cine e Foto;R$ 4.671,90;R$ 93,44
09/04/2012;Sul;Ricardo;Eletrônicos;R$ 4.130,30;R$ 82,61
12/04/2012;Nordeste;João Carlos;Cine e Foto;R$ 3.230,74;R$ 64,61
12/04/2012;Centro;João Carlos;Cine e Foto;R$ 4.537,30;R$ 90,75
12/04/2012;Centro;João Carlos;Casa e Construção;R$ 387,03;R$ 7,74
12/04/2012;Sudeste;Ana Maria;Utilidades Domésticas;R$ 2.981,41;R$ 59,63
13/04/2012;Centro;João Carlos;Cine e Foto;R$ 383,63;R$ 7,67
13/04/2012;Sul;Ricardo;Eletrodomésticos;R$ 788,52;R$ 15,77
13/04/2012;Sudeste;Ana Maria;Cine e Foto;R$ 2.116,41;R$ 42,33
13/04/2012;Centro;João Carlos;Casa e Construção;R$ 4.587,88;R$ 91,76
14/04/2012;Centro;Carolina;Casa e Construção;R$ 3.165,11;R$ 63,30
14/04/2012;Centro;Ricardo;Eletrônicos;R$ 4.026,82;R$ 80,54
15/04/2012;Sudeste;Ricardo;Esporte e Lazer;R$ 2.095,80;R$ 41,92
15/04/2012;Sudeste;Carolina;Cama, Mesa e Banho;R$ 3.526,55;R$ 70,53
15/04/2012;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 3.692,85;R$ 73,86
16/04/2012;Centro;Carolina;Casa e Construção;R$ 4.987,56;R$ 99,75
16/04/2012;Centro;José Luiz;Casa e Construção;R$ 2.770,77;R$ 55,42
17/04/2012;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 2.722,85;R$ 54,46
17/04/2012;Oeste;Adriana;Móveis e Decoração;R$ 4.647,75;R$ 92,96
18/04/2012;Leste;Simone;Roupas e Acessórios;R$ 2.221,53;R$ 44,43
18/04/2012;Norte;Ana Maria;Cama, Mesa e Banho;R$ 3.607,33;R$ 72,15
19/04/2012;Leste;Roberto;Cama, Mesa e Banho;R$ 1.536,83;R$ 30,74
20/04/2012;Oeste;João Carlos;Roupas e Acessórios;R$ 1.666,98;R$ 33,34
20/04/2012;Centro;Ricardo;Cama, Mesa e Banho;R$ 349,41;R$ 6,99
